Id,Review,Components,Delivery and Customer Support,Design and Aesthetics,Dimensions,Features,Functionality,Installation,Material,Price,Quality,Usability,Polarity
5593,"This is a great product. The night vision is pretty good, and the image quality is great as well. I love being able to set alerts on my app for motion, and check in any time!!",0,0,0,0,1,1,0,0,0,1,0,1
5594,Exactly what I expected. It worked perfectly.,0,0,0,0,0,1,0,0,0,0,0,1
5595,Battery life very good,1,0,0,0,0,0,0,0,0,0,0,1
5596,Quaility product!  Bonus all hardware included.,0,0,0,0,0,0,0,0,0,1,0,1
5597,Perfect tool for the third hand use. For cabinet mounting. Love the quick release   on the non trigger side.,0,0,0,0,1,0,0,0,0,0,0,1
5598,this screen is too delicate to work with efficiently and the black scratches off without much effort.,0,0,0,0,0,0,0,0,0,0,1,1
5599,It worked for what I needed done thanks!,0,0,0,0,0,1,0,0,0,0,0,1
5600,The screws to remove the jaw plates were all stripped so I returned it,1,0,0,0,0,0,0,0,0,0,0,0
5601,Cuts like butter!,0,0,0,0,0,1,0,0,0,0,0,1
5602,Very comfortable,0,0,0,0,0,0,0,0,0,0,1,1
5603,I love this thing! It helps me feel secure and safe while home and keeps me informed when I'm not. It's saved me from getting packages stolen a few times. I also like how long the battery stays charged and that you can speak through it.,1,0,0,0,0,0,0,0,0,1,0,1
5604,reasonable price  these nails works smooth in my framing nail gun  no problems,0,0,0,0,0,1,0,0,1,0,0,1
5605,Great quality. Looks great,0,0,1,0,0,0,0,0,0,1,0,1
5606,Works great even with low pressure from a well pump. Would definitely buy again,0,0,0,0,0,1,0,0,0,0,0,1
5607,"I install four RACO 1-gang galvanized Steel ceiling boxes. One on the picture is when I redid my bedroom. The other's where when I have to crawl into the ceiling of my attic to access the area's where I had to install the gang box. I followed the instructions and reviewed the YouTube video. The electrician that made the electrical connections was also happy (he didn't have to crawl around the attic);).  So my fellow American's I highly recommend this product, the steel construction is by far the best in the market. deeman",0,0,0,0,0,0,0,1,0,1,0,1
5608,"Nails and gun are great, but they are NOT galvanized like the description. I don't find out until my employee had used them to install 30 joist hangers.NOT galvanized.",0,0,0,0,0,0,0,1,0,0,0,0
5609,"If you are trying to use pinch clamps without a ratcheting clamp tool then your connections will leak. This is mandatory. It has a bright LED that comes on when you've reached the recommended pressure, and a calibration kit. Also, handy in tight spots when your compression tool can't fit.",0,0,0,0,1,0,0,0,0,0,1,1
5610,Great performance as well as a great price. Almost gone through the whole case and have not had a problem yet.,0,0,0,0,0,1,0,0,1,0,0,1
5611,"No leaks, no drips.  Operates smoothly/easily enough for my wife with RA to use without pain. Seems like it's built to last for a few years or more. Beware, you may end up spending the day in the garden and washing cars....",0,0,0,0,0,1,0,0,0,1,0,1
5612,"Definitely get you money's worth, while being disposable.",0,0,0,0,0,0,0,0,1,0,0,1
5613,"I bought this today to cut 1"" sch40 PVC.  On the 15th cut, the blade developed a nick out of the middle of it.  Two more cuts and the blade cracked.  Taking it back and won't be buying a replacement of this brand!",1,0,0,0,0,0,0,0,0,0,0,0
5614,"It works very well, but there thumb trigger works in the opposite direction one would expect. Forward is off, instead of on. All other brands I've tried are the opposite.",0,0,0,0,0,1,0,0,0,0,0,0
5615,Easy to use but they a little light for heavy clamping work well for light clamping.,0,0,0,0,0,1,0,0,0,1,1,1
5616,Good Quality. Perfect for my needs!,0,0,0,0,0,0,0,0,0,1,0,1
5617,This clamp works great. Easy to tighten and release. Sturdily made,0,0,0,0,0,1,0,0,0,1,1,1
5618,Quick and easy to use!,0,0,0,0,0,0,0,0,0,0,1,1
5619,Worked great and easy to install.  I didn't need to cut a large hole in my ceiling and got a sturdy mount for a ceiling a fan.,0,0,0,0,0,1,1,0,0,0,0,1
5620,Great for a small area....  good quality!,0,0,0,0,0,0,0,0,0,1,0,1
5621,Easy to install. Looses signal often.,0,0,0,0,0,1,1,0,0,0,0,0
5622,"Mine leaked water at the connection. Yes the washer was in it. I want to return it, but it is not showing the purchase on my Walmart account.See more",0,0,0,0,0,0,0,0,0,1,0,0
5623,"Was easy to install, my situation has 24 inch on center beams. Only issue i encountered was that I wanted the bracket to be perpendicular to the beams. So I measured the distance from the wall along the beam on both. Made a small hole in the ceiling at both points. Tied a fishing line to the center spike on both ends of the fixture and fished it through the holes like a plumb. When the line on both ends fell through the hole without touching i knew it was as i wanted and proceeded to tighten it up. Worked like a charm.",0,0,0,0,0,1,1,0,0,0,0,1
5624,This item works great with the ratchet handle.  I tried another that had no ratchet and it would not do the job.,0,0,0,0,0,1,0,0,0,0,0,1
5625,Worked exactly as they should. Would recommend others to purchase this product!,0,0,0,0,0,1,0,0,0,1,0,1
5626,Easy to use. I just had low water pressure.,0,0,0,0,0,1,0,0,0,0,1,0
5627,I love these things. I was looking for different type clamps more expensive with less to package. Found these at the bottom of all others and took chance. Yuppa! This is 3rd pkg Im ordering. They are strong little tykes that hold my garden Shade cloth and a fitted sheet over a huge blk tub I now use as my cooling pool for me and dogs. I cover with white sheet to protect from direct sun and they really hokd up in the wind. I feel well worth the good quality and strength. Two thumbs up!,0,0,0,0,0,1,0,0,0,1,0,1
5628,So beautiful and modern.,0,0,1,0,0,0,0,0,0,0,0,1
5629,"Product has exceeded our expectations.  Looks like just a cheap hose nozzle, but is heavy duty and works like a charm.  Very reliable.",0,0,0,0,0,1,0,0,0,1,0,1
5630,"Bought these for my ridgid nail gun, they work great, no issues at all, will buy more in the future",0,0,0,0,0,1,0,0,0,0,0,1
5631,"This thing worked one day! Now it constantly drops the wifi signal, unable to process video, and overheats. I bought the chime to help with the wifi signal. That too is unable to connect to the internet. It drops signal in 30 mins. Ive tried placing it in other parts of the house, no luck. Just garbage! The troubleshooting service line has massive long waits. So no one helps you.",0,0,0,0,0,1,0,0,0,1,0,0
5632,Strong! Good price!,0,0,0,0,0,0,0,0,1,1,0,1
5633,"Very, very easy to install. The video quality has been great. My Lone desire would be a stronger speaker to call out in the back yard. The volume only goes as high as my doorbell but that's not going to drop my review.",0,0,0,0,0,0,1,0,0,1,0,1
5634,Very easy to adjust the spray pattern well made product,0,0,0,0,0,0,0,0,0,1,1,1
5635,"It leaked around the piece where you turn to change the spray, so returned it",0,0,0,0,0,0,0,0,0,1,0,0
5636,Easy to use. Keeps the pests out.,0,0,0,0,0,0,0,0,0,0,1,1
5637,"gquick, easy installation offering the most stability for your ceiling fan.",0,0,0,0,0,0,1,0,0,0,0,1
5638,Load easily. Shoot well,0,0,0,0,0,1,0,0,0,0,0,1
5639,Easy to handle can set up very fast for holding clamping cabinets together good for rails stairs soffits,0,0,0,0,0,0,1,0,0,0,1,1
5640,Over the years I have tried and used many types of hose nozzles here at my home in Florida. I have a pool and lots of plants on my pool deck and in flower beds in my yard. I was very interested to get and try this 8-pattern nozzle for the many types of water uses/projects I have here. The first thing I noticed and liked was the on/off valve was quite different than most nozzles I have used in the past. Very easy to use with just your thumb to open and close the water flow and get it to the just needed volume of water. The mist and shower patterns were perfect for watering my plants. The jet and full nozzles were great for washing off my pool deck and pool cage screens. So am am quite pleased and impressed with this nozzle.,1,0,0,0,0,0,0,0,0,0,1,1
5641,"This clamp grips well and is easy to use. I've used it many times. When I'm working by myself, it gives me another ""hand"" to help with the project.",0,0,0,0,0,1,0,0,0,0,1,1
5642,"Works great, was just what I was looking for. A++++++",0,0,0,0,0,1,0,0,0,0,0,1
5643,"Good value, too. I particularly like the easy way you can attach two together to make a longer clamp when you need it.",0,0,0,0,0,0,0,0,1,0,1,1
5644,Movers broke the leg off of a heavy China hutch and with some excellent glue purchased at Home Depot it was fixed.The clamp was able to tightly hold the leg to the brace and saved the day.,0,0,0,0,0,1,0,0,0,0,0,1
5645,Very pleased with this screening. Good quality. Looks geat,0,0,1,0,0,0,0,0,0,1,0,1
5646,"I wish I would have had this on my last plumbing project. It would have gone much smoother. This is a quality, well made cutter. Easily cuts through PEX pipe with one handed operation. Makes a very clean straight cut with very little effort. The blade is easily changed when needed. I highly recommend this cutter if you are using PEX pipe in your plumbing job.",0,0,0,0,0,1,0,0,0,1,1,1
5647,Cuts Pex like butter. Fair price,0,0,0,0,0,1,0,0,1,0,0,1
5648,"These are sooo worth the money. Sturdy, doesn't sag and completes my patio.!",0,0,0,0,0,0,0,0,1,1,0,1
5649,Easy to install and virtually invisible when looking out the window!!,0,0,1,0,0,0,1,0,0,0,0,1
5650,"Great nozzle! I bought one of these two years ago for my home in Ohio. It survived two winters outdoors without taking damage from freezing temperatures. Buy the three pack if you need two. The price it the same. It is not that you will need the third one as a spare, but it makes a long-lasting and useful gift for a neighbor or friend.",0,0,0,0,0,0,0,0,1,1,0,1
5651,Great remodeler fan brace. Easy to use and sturdy.,0,0,0,0,0,0,0,0,0,1,1,1
5652,"The Melnor oscillating sprinkler has two useful features. One is the ability to change the spread of the fan. This versatility allows full coverage where needed or a narrower coverage that avoids water waste over paved surfaces.  Adjustment is possible for each side independently.  The second feature is for the rotational distance of the oscillation. It is accomplished using two tabs which are a convenient analog to the desired spread. The sprinkler failed to oscillate after 7 days use. Water used was filtered and softened. The gasket screen is intact. Lubricating and flushing did nothing to fix it. At about $20, longer life should be expected.",0,0,0,0,1,1,0,0,0,1,0,0
5653,Awesome finish nail great quality never had a miss feed or jam,0,0,0,0,0,1,0,1,0,1,0,1
5654,"I used it to hold the glass base of my triple monitor stand to my desk for peace of mind, works great!",0,0,0,0,0,1,0,0,0,0,0,1
5655,these are sized right for an average sized persons hands. I have used them to cut PEX and fiber reinforced tubing. These cut both with ease. The blade is easily removable when they do eventually dull.,0,0,0,1,0,0,0,0,0,0,1,1
5656,So far it's been durable and easy to use while cutting tiles. The clamp is strong and stay in place. These are cheaper than the ones they sale at the store.,0,0,0,0,0,0,0,0,1,1,1,1
5657,"I was in a bad spot behind my furnace trying to get a pex apollo crimp ring aroud  a 1 inch pecks pipe. I had a small leak from an old copper shut off valve. I thought it be an easy project to remove the corroded ball valve and replace it with four packs clamps and a sweat to pex conversion. Boy was i wrong. First of all my original pecks tool only worked up to 3/4 of an inch pex pinch rings,  so I had to make a run to Home Depot at 6:30 at night. I got the one hand pinch clamp tool made by Apollo. I played with it to make sure it released as it should. The pex rings were behind my furnace. Of course it has to be a tight spot and the tool locked up on me all four tumes. The last time I was in the far corner and I had to leave the tool on the pipe. I can't get it off and I had to take a shower because I was so dirty from working over the furnace. Don't buy this product!!! If you do your research you'll see that other people have complained that it  locked up on them and you can't get it off. I was rather unfortunate because it Happens after the first clamp. And thenshe sits behind my furnace still attached to the pipe.",0,0,0,0,0,1,0,0,0,0,0,0
5658,This piece of equipment is a must have when cutting PVC piping.  Cuts right through with ease.,0,0,0,0,0,1,0,0,0,0,0,1
5659,"Works nicely, easy to open and close water flow and adjust pattern",0,0,0,0,0,1,0,0,0,0,1,1
5660,The 1-Gang Gray Steel Interior Old Work Shallow Round Ceiling Electrical Box is easy to install. The directions clearly explain how to install the box.,0,0,0,0,0,0,1,0,0,0,0,1
5661,"I set this camera up with a dedicated usb s as I didn't want to pay for a BLINK plan. I'm so glad I didn't buy any more of these. As soon as I stopped the trial Blink subscription, the device began having problems with the wifi, connecting via phone, accessing the stored vids on the usb. I firmly believe BLINK to be a con product. I do not recommend this at all.",0,0,0,0,0,1,0,0,0,1,0,0
5662,Perfect fit to fix the screen door,0,0,0,1,0,0,0,0,0,0,0,1
5663,Able to secure LED photo lighting to overhead trusses with ease.,0,0,0,0,0,0,0,0,0,0,1,1
5664,"Easy to use  worked out great just what I needed, will buy again,",0,0,0,0,0,1,0,0,0,0,1,1
5665,It got the job done and it was good price. What more can you ask for............,0,0,0,0,0,1,0,0,1,0,0,1
5666,Perfect transaction! In 2 days from ordering I Was watering my flowers with the perfect hose nozzle!,0,1,0,0,0,0,0,0,0,0,0,1
5667,Ordered 2 hose nozzles. Highly satisfied with the product and impressed with customer service from the company that makes them!See more,0,1,0,0,0,0,0,0,0,0,0,1
5668,It work great getting the water to go where I needed it,0,0,0,0,0,1,0,0,0,0,0,1
5669,It works great really happy,0,0,0,0,0,1,0,0,0,0,0,1
5670,worked great for what I wanted to use it for.,0,0,0,0,0,1,0,0,0,0,0,1
5671,I love them. Not only are they beautiful to look at they are so comfortable. They are large and well padded. Couldn't ask for a better chair pad,0,0,1,0,0,0,0,0,0,1,1,1
5672,Activating lever is flimsy. Flow from nozzle not the best. Rotating option also cheap.,1,0,0,0,0,1,0,0,0,0,0,0
5673,"Love the Rubber tips, has a really good, strong hold",1,0,0,0,0,1,0,0,0,0,0,1
5674,Good durable screen,0,0,0,0,0,0,0,0,0,1,0,1
5675,These indoor cameras are great. I purchased these indoor cameras as a three pack. I use two of my cameras to look out of a window and the view is great. There is no glare and it does not appear there is a window in front of the camera. Deactivate the night vision and you will get a clear night time view if used with a light. The infrared will reflect off of the window if not deactivated.,0,0,0,0,1,1,0,0,0,0,0,1
5676,Very pretty and thick,0,0,0,1,0,0,0,0,0,0,0,1
5677,These cushions are horribly made with poor quality materials.  Upon the first wash every cushion ripped at the seams.  Customer service will not warranty the fabric under the 1 yr warranty. Patio cushions should be able to be washed as they are for outdoor usage.,0,0,0,0,0,0,0,1,0,1,0,0
5678,Used it to water new grass planting. Set it and forget it. Easy to use,0,0,0,0,0,0,0,0,0,0,1,1
5679,"Motion detection stops working every day. A daily reset fixes the issue, but this shouldn't be necessary. I am happy to have something (this came in a special purchase with an Echo Show), but would never buy one of these again.",0,0,0,0,0,1,0,0,0,0,0,0
5680,"I liked this wand for washing my horse but it only lasted about 6 months.  At that point, the on/off handle stop working.  I couldn't shut it off and when on, I only got about half the normal volume.  It was handy but didn't last long.",0,0,0,0,0,1,0,0,0,1,1,0
5681,So the picture quality is great. It was very easy to install not hassles. The only thing is mine tend to work great with no problem for about three days then I have to connect them all over again because the just don't show up. I'm not sure why this happens. They're on but the don't show up on the app. I push them off and back on and they come out again no problem but it would be if I was trying to be away a few days and would be able to do that to get my view back on.,0,0,0,0,0,1,1,0,0,1,0,1
5682,"Two years ago they entered my car and this useless camera  did not detect anything, another camera from a different company that was further away managed to detect the movement but was too far away to recognize someone after all I decided to give Ring another chance and today they vandalized  the door of one of my properties and this garbage Did not capture anything I cannot believe it, it capture daily when a cat crosses my yard but could not capture a person in front of my door. it is very disappointing that it does not serve the purpose for which it is acquired. Do not buy it unless you want to have a fancy useless camera!",0,0,0,0,0,1,0,0,0,0,0,0
5683,Works great in my nailer.,0,0,0,0,0,1,0,0,0,0,0,1
5684,I only received 500 in the pack. Not 1000. That's just wrong!!!!,0,0,0,0,0,0,0,0,0,1,0,0
5685,Good clamp for medium size projects where a 6 in will not fit. This will fill the void betweensmall clamp and big clamp. Works great!,0,0,0,1,0,1,0,0,0,0,0,1
5686,Takes too long to dry  Not the best.,0,0,0,0,0,1,0,0,0,0,0,0
5687,Easy to install in storm door window frame.,0,0,0,0,0,0,1,0,0,0,0,1
5688,These did the job fine. Worked great with my Ryobi Nailer. Used to install shiplap.,0,0,0,0,0,1,0,0,0,0,0,1
5689,To small didnt describe well,0,0,0,1,0,0,0,0,0,1,0,0
5690,"Very useful. Great deal, especially on sale. They're a bit shorter than the other brand I have of the same size. You can use them as spreaders, too. Good light duty clamps. Photo shows only 5 clamps. I misplaced one already!",0,0,0,0,0,0,0,0,1,1,0,1
5691,Good product for the price.,0,0,0,0,0,0,0,0,1,0,0,1
5692,"It's nice, works well most of the time.  Occasionally the system locks up and won't record or alert on movement, but the system maint folks get it fixed pretty quick.    I plan on buying my 4th one soon, to complete my setup.",0,0,0,0,0,1,0,0,0,0,0,1
5693,Just what we needed.  Right height for us.  Works great. Like the slow closing lid.,0,0,0,1,1,1,0,0,0,0,0,1
5694,"This toilet is fantastic! We replaced three toilets with this model based on the recommendation of friends. We did a lot of asking around and learned some people were very unhappy with new toilets due to the low volume of water often used. This toilet flushes clean, quickly, and quietly.",0,0,0,0,0,1,0,0,0,0,0,1
5695,"I bought two of these as replacements for two in my home. They are GREAT, they Flush with ""enthusiasm"".  They are slightly taller than my old toilets, which I like. I highly recommend these toilets.",0,0,0,1,0,1,0,0,0,1,0,1
5696,"We purchased this screening to replace the old screens on our porch. We were very pleased how easy or was to cut (used scissors) and staple into place. There were no wrinkles or fold marks. Seems to be very clear and rain drops stay on screen, but doesn't seems to block the view. I would recommend this product.",0,0,1,0,0,0,0,0,0,1,1,1
5697,This electrical box fit perfectly and was easy to install.,0,0,0,1,0,0,1,0,0,0,0,1
5698,"Actually would be a 4 1/2 star review if possible.  Works very well. Flushes completely with very little water used.  Refills quietly.  Taking off 1/2 point for not having the soft close seat that one of the less expensive Glacier Bays has and that when the lid/seat is up, you can't see the flush buttons.  Neither one a big problem.  Would buy this one again.",0,0,0,0,1,1,0,0,0,0,0,0
5699,"Horrible everything once the free trial (return period) ends. I opted for local storage. Horrible access issues. Also, when accessing my ""library"", even though I no longer have a subscription it defaults to the cloud and I have to manually switch to local storage every single time I access the app. Horrible connectivity issue. I have nearly 1000 dollars worth of useless ARLO equipment.",0,0,0,0,0,1,0,0,0,0,0,0
5700,This little sprinkler works for every place on my yard. I can adjust it perfectly for all shapes and sizes with no problem at all.,0,0,0,0,1,0,0,0,0,0,0,1
5701,Very happy with this item. Easy to operate - works very well.See more,0,0,0,0,0,1,0,0,0,0,1,1
5702,I brought four of them. They worked well.,0,0,0,0,0,1,0,0,0,0,0,1
5703,"Box works well but I would also like the version which mounts on the front of the stud, Not sold any more?",0,0,0,0,0,1,0,0,0,0,0,1
5704,I've had these a few weeks and they perform as expected. The clamping action is smooth with easy release. I like the reversible action so it can both clamp and spread.,0,0,0,0,1,1,0,0,0,0,1,1
5705,The box was so easy to install,0,0,0,0,0,0,1,0,0,0,0,1
5706,"This is so perfect! I have a pool cover on during the winter that requires extra clamps to help hold it in place to keep the water clean. Plus, these are the right size for my DIY projects. Working on my dresser that came apart. Had to use wood glue a nails to seal the top back on. Clamped it in place to allow the glue to dry. The rubber grips help with protecting the surfaces and your hands. The bright orange color contrasts the blue pool so I can tell how far I spaced them apart. Great purchase all around!",0,0,0,1,0,0,0,0,0,0,0,1
5707,Overall the product i believe is good quality and easy to install. The only issue i have is that the holes where the wire comes threw should have a rubber gasket to ensure waterproofing. With this minor defect i would still recommend to others as the product has withstood rain overall.,0,0,0,0,0,0,1,0,0,1,0,1
5708,"Been using for about a month now and still cutting strong, the blade took a slight bend after repeatedly cutting one inch pipe but so far so good",1,0,0,0,0,1,0,0,0,0,0,0
5709,"Not too expensive, cuts like butter. Very happy with it.",0,0,0,0,0,1,0,0,1,0,0,1
5710,"Purchased in April and are now (August) completely faded, creating a 2 tone on areas that are in direct sun - contacted Lowe's and they do not honor warranty and have directed me to the manufacturer.  Lowe's website claims ""UV-resistant fabric maintains its bright color"" and ""1 year limited warranty for manufacturing defects"" - very disappointed in Lowe's and hoping Arden's will make this right.",0,0,0,0,0,0,0,0,0,1,0,0
5711,"Just purchased and had toilet installed. The toilet has a sleek design, the top of the tank is unfinished and the lid does not cover this area, leaving the unfinished area exposed. This is not what I would expect with a KOHLER product.",0,0,1,0,0,0,0,0,0,0,0,0
5712,"So far (1 month), the sprinkler has performed flawlessly.  I have previously only purchased and utilized all metal impact sprinklers.  I bought this one as a temporary fix until I was able to locate a replacement.  I was surprised at how easy it was to adjust, and even more surprised how well it performed (impact/action) with very little water pressure and flow.  It impacts and rotates probably 20 times faster than the metal sprinklers that I have.  In fact, I was only able to previously run two of the metal sprinklers at a time.  Adding a third would deplete the pressure to a point where none of the sprinklers worked.  I was able to add this sprinkler with no problems at all.",0,0,0,0,0,1,0,0,0,0,1,1
5713,Noticed many kinks and wrinkles after opening and installing. Too late to return by then.,0,0,0,0,0,0,0,0,0,1,0,0
5714,Perfect fit good quality,0,0,0,1,0,0,0,0,0,1,0,1
5715,Right size for my project.,0,0,0,1,0,0,0,0,0,0,0,1
5716,These cushions allow you to sink down to the seat of the chair--they don't provide any support. It is like sitting on the chair without cushioning. I was disappointed. Their only use is for looks.,0,0,0,0,0,0,0,0,0,1,0,0
5717,When using a ceiling medallion to dress up ceiling fan installation this box is extremely helpful.  This extended the mounting surface to an accessible location making it much easier to hang the fan.,0,0,0,0,0,0,0,0,0,0,1,1
5718,"Was easy to install, but the rubber cord would not stay in screen door channel. Screen lasted maybe 2 months.",0,0,0,0,0,0,1,0,0,1,0,0
5719,"Excellent product, easy to install, easy to set-up in app, would be good if the camera had more rotating features.",0,0,0,0,0,0,1,0,0,0,0,1
5720,"This hose nozzle is awesome! I wouldn't describe myself as an expert gardener industrial nozzle sort of consumer but so far this tool rocks. No disrespect, but yes, it works!See more",0,0,0,0,0,1,0,0,0,0,0,1
5721,Great product Works really wellThanks for making it easy,0,0,0,0,0,1,0,0,0,0,0,1
5722,"works as expected, makes the job alot easier with these.. worth the money",0,0,0,0,0,1,0,0,1,0,0,1
5723,Fit my outdoor sofa perfectly,0,0,0,1,0,0,0,0,0,0,0,1
5724,I have used one box of nails with this gun so far and it's worked well with no problems.,0,0,0,0,0,1,0,0,0,0,0,1
5725,"Great picture, easy to install, worth every penny. Indid a lot of rearch on cameras and thse to me are the best.",0,0,0,0,0,0,1,0,1,0,0,1
5726,Excellent value and quality. Works perfectly.,0,0,0,0,0,1,0,0,1,1,0,1
5727,Love the size! Great for all my small projects.,0,0,0,1,0,0,0,0,0,0,0,1
5728,These Brad nails gets the job done. I did not have any to jam on me. I also use liquid nails or wood glue with any brad nails I use depending on the project. They always give my product a clean look. I would recommend for beginners but not professionals.,0,0,0,0,0,0,0,0,0,1,0,1
5729,"Works really good, better than other sprinklers that i bought which were about twice the price.",0,0,0,0,0,1,0,0,1,0,0,1
5730,"This sprinkler is wonderful. The different settings make it easy to use on different parts of our lawn or just to water a tree. Our grass was brown but by the next two days, it was a beautiful lush green. Great little sprinkler.",0,0,0,0,1,0,0,0,0,0,1,1
5731,Works good in my Makita,0,0,0,0,0,1,0,0,0,0,0,1
5732,The Nest/Google cameras do not support 64bit processors for set-up on a Mac. If you intend to use these you need a PC or an hold 32 bit Mac.,0,0,0,0,1,0,0,0,0,0,0,0
5733,Best nozzle ever and I have owned many. Dies not leak and easy on easy off.,0,0,0,0,0,0,0,0,0,1,1,1
5734,"This thing is pretty awesome, sound, picture instant capture w/o delay. For the price, worth it!",0,0,0,0,0,0,0,0,1,1,0,1
5735,"Itâ€™s a box, works as intended.",0,0,0,0,0,1,0,0,0,0,0,1
5736,Absolutely love these chair cushions. The fabric and construction of these are great. They are also comfortable. I Highly recommend these.,0,0,0,0,0,0,0,1,0,1,1,1
5737,Worked exactly as it should.,0,0,0,0,0,1,0,0,0,0,0,1
5738,My 2nd purchase. I've ran 6000 of them problem free.,0,0,0,0,0,1,0,0,0,0,0,1
5739,Don't recommend it about two months after use it started leaking by the handle where the open and close valve button is located. Also when it's in in the low water flow it makes like squeak noise as the water comes out.See more,0,0,0,0,0,1,0,0,0,1,0,0
5740,"Works very well as advertised and made in the USA.  The brass seems better than foreign nozzles with corrosion prevention, wear, and smoothness of operation.",0,0,0,0,0,1,0,0,0,0,0,1
5741,"Sturdy, nicely made. Would buy again.",0,0,0,0,0,0,0,0,0,1,0,1
5742,This tool is extremely well-made how does professional grade it's save me over $1000 that's a lot of money and it gets the job done,0,0,0,0,0,0,0,0,0,1,0,1
5743,Worked great for redoing screen for our florida room. I redid the room with the fiberglass screen but after a few years it had tears in it. I am hoping this will last longer since it is aluminium.,0,0,0,0,0,1,0,0,0,0,0,1
5744,Does the job and I even like the color.,0,0,1,0,0,0,0,0,0,0,0,1
5745,Easy to setup and the picture quality is excellent. We've used Ring products for two years and we are very satisfied.,0,0,0,0,0,0,1,0,0,1,0,1
5746,"Best grips out there, in my opinion!!",0,0,0,0,0,1,0,0,0,0,0,1
5747,ready to mount and all accessories needed included,1,0,0,0,0,0,1,0,0,0,0,1
5748,"Works great, great price",0,0,0,0,0,1,0,0,1,0,0,1
5749,Great product. Even better price.,0,0,0,0,0,0,0,0,1,0,0,1
5750,"It went in very easily with the splining roller tool, but I ripped just a tiny section along the door frame. My fault for running over it too many times with the tool, but I love the replacement screen. The old one was ripped near the door handle, but this screen is nice and new and fresh and clean. Cut very easily with the splining tool, too.",0,0,0,0,0,0,1,0,0,0,1,1
5751,The cushions are very comfortable.,0,0,0,0,0,0,0,0,0,0,1,1
5752,Great value to also receive the three nail guns. This is my first time using the smallest of the three guns and what a great little tool;,0,0,0,0,0,0,0,0,1,0,0,1
5753,Quality product.  Flushes strong and quietly refills.  Easy installation but heavy.,0,0,0,0,0,1,1,0,0,1,0,1
5754,Very Good for indoors. Which is what it is for. Does everything it says!! And good price without having monthly fee.,0,0,0,0,0,0,0,0,1,0,0,1
5755,The nails work perfectly,0,0,0,0,0,1,0,0,0,0,0,1
5756,"This thing is legit, it has a great spray radius",0,0,0,0,0,1,0,0,0,0,0,1
5757,The spray head works well but the handle leaks water. You get wt when using it. Not a good purchase.,0,0,0,0,0,0,0,0,1,1,0,0
5758,Excellent cutter for pex tubing nice straight cuts.,0,0,0,0,0,1,0,0,0,0,0,1
5759,I was able to install this electrical box in less than 15 minutes which included the time it took to get my step ladder.,0,0,0,0,0,0,1,0,0,0,0,1
5760,I like this nozzle very much easy to use but it was not working properly at first I turned it off and on a few times and it was just fine. Would definitely recommend this item,0,0,0,0,0,0,0,0,0,1,1,1
5761,Gun jams sometimes and is a bother any advise out there. Overall it's a great gun,0,0,0,0,0,1,0,0,0,0,0,0
5762,This is Gilmour Pro Cleaning Nozzle with its easy grip handle this is very durable and made of die cast zinc plus it has reinforced brass stem. The Gilmour also has a professional lifetime warranty. And it can handle temperatures up to 160 degrees. The easy grip handle is Thermoguard oversold for your comfort Good spraying action. Great for washing your car or watering or garden. You'll be glad to own this Gilmour Pro Cleaning Nozzle.See more,0,0,0,0,0,1,0,0,0,1,1,1
5763,I used this immediately and found it to be what I was looking for.  It performed excellently.  Easy to adjust the legs to the desired height and covered over 30' circle.  I will be ordering another.,0,0,0,0,0,1,0,0,0,0,1,1
5764,Work good in all 30 degree nail guns haven't had but a few jams,0,0,0,0,0,1,0,0,0,0,0,1
5765,the seat cushions are very comfortable.,0,0,0,0,0,0,0,0,0,0,1,1
5766,Easy to install and strong enough for fans and lights,0,0,0,0,0,0,1,0,0,1,0,1
5767,Good product - very strong,0,0,0,0,0,0,0,0,0,1,0,1
5768,I was so excited about this product but it started to fall off right after the return period ended. Im super bummed. I wanted to love it.,0,0,0,0,0,0,0,0,0,1,0,0
5769,This is a very solid sprinkler built to last worth the price,0,0,0,0,0,0,0,0,1,1,0,1
5770,Very sturdy and seems like this will last,0,0,0,0,0,0,0,0,0,1,0,1
5771,Wonderful quality,0,0,0,0,0,0,0,0,0,1,0,1
5772,"This camera was easy to set up, and add to our Ring App, however it is not a very clear picture, and the microphone constantly sounds muffled. Because it integrates with the rest of our home security, I am still pleased with the purchase.",0,0,0,0,0,0,1,0,0,1,0,0
5773,This was easy to use. I put two drain valves on my camp trailer in less than a minute. Highly recommend.,0,0,0,0,0,0,0,0,0,1,1,1
5774,Coverages wks where I want it. Doesn't spread out too wide.,0,0,0,0,0,1,0,0,0,0,0,1
5775,"I would recommend this with reservations, and then for small lawns. It works pretty well to water a small to medium square section of the lawn, but it only covers half of what an oscillating sprinkler will. I actually purchased two of these to connect together to water two smaller strips of lawn, but with two connected together, they are much more limited to how much area they cover.",0,0,0,1,0,1,0,0,0,1,0,1
5776,Good clean flushing toilet my kids use to clog the old toilet all the time. This one flushes really well and no more clogging!Had it for nine months so far so good. It is a relatively inexpensive toilet and works very well.,0,0,0,0,0,1,0,0,1,0,0,1
5777,"I bought this toilet for my master bathroom and loved it so much, I purchased another one.  It flushes great, looks nice and is easy to clean.",0,0,1,0,0,1,0,0,0,0,1,1
